DNA_Index,
6.4809933,
6.140309,
4.6821313,
4.3284216,
4.0878415,
3.6963115,
3.6935935,
3.6848793,
3.663528,
3.6348233,
3.5764139,
3.5734859,
3.5710258,
3.5440443,
3.5348132,
3.4986463,
3.4967077,
3.4795434,
3.464422,
3.4593167,
3.4532194,
3.4442136,
3.422762,
3.4193778,
3.4173825,
3.4085042,
3.4046545,
3.3918412,
3.3836143,
3.3735225,
3.3692334,
3.3683102,
3.3637927,
3.3587782,
3.3542082,
3.341663,
3.3253882,
3.324682,
3.323812,
3.321684,
3.320371,
3.3187158,
3.308038,
3.291498,
3.2880497,
3.2736232,
3.2582142,
3.2566745,
3.2518244,
3.2507827,
3.2499843,
3.2491853,
3.247236,
3.2411814,
3.2389243,
3.2365687,
3.234276,
3.2329845,
3.2017162,
3.2001512,
3.1988442,
3.1963031,
3.185234,
3.1832814,
3.1720288,
3.1599889,
3.1555443,
3.1481564,
3.1479702,
3.144871,
3.139584,
3.1164525,
3.114125,
3.0986469,
3.0733204,
3.0716164,
3.0675437,
3.0654864,
3.0624232,
3.0523875,
3.0435407,
3.0410037,
3.0399263,
3.031867,
3.021523,
3.0201094,
3.0098805,
3.0094569,
2.9905136,
2.9848664,
2.9754593,
2.9748328,
2.9667683,
2.9410322,
2.9384608,
2.9370236,
2.8975227,
2.8886683,
2.8868444,
2.882489,
2.879823,
2.8662484,
2.8409567,
2.840623,
2.83622,
2.8318963,
2.8196533,
2.8189735,
2.8105092,
2.8070338,
2.7797432,
2.7748706,
2.761552,
2.761106,
2.7584572,
2.7140942,
2.701832,
2.6932144,
2.6899955,
2.687917,
2.6872864,
2.6844175,
2.6603613,
2.6342707,
2.6245725,
2.6235492,
2.611098,
2.6078045,
2.588246,
2.5868633,
2.571761,
2.5650558,
2.5615075,
2.5590029,
2.555781,
2.5533721,
2.5502243,
2.5368137,
2.53675,
2.5292616,
2.526297,
2.5000813,
2.4968035,
2.462936,
2.461479,
2.4533293,
2.451027,
2.4497359,
2.4486184,
2.4426644,
2.432334,
2.4260774,
2.4251034,
2.4241033,
2.415279,
2.4126115,
2.4022105,
2.400749,
2.3995976,
2.3805194,
2.37981,
2.376567,
2.3736005,
2.372898,
2.3713043,
2.3667939,
2.3662744,
2.3553913,
2.3546019,
2.352684,
2.3519223,
2.3492613,
2.344402,
2.339238,
2.3355231,
2.3319764,
2.3303814,
2.326132,
2.3256752,
2.3232949,
2.3228996,
2.3188784,
2.3183994,
2.3106432,
2.306407,
2.304827,
2.3039687,
2.2999206,
2.2966452,
2.2961986,
2.2952793,
2.2919016,
2.2872555,
2.287136,
2.285027,
2.284435,
2.2819452,
2.2812774,
2.2790508,
2.2786553,
2.2749007,
2.2711911,
2.2702937,
2.266444,
2.2636702,
2.2623034,
2.2601137,
2.259837,
2.2580712,
2.2556062,
2.2489963,
2.248704,
2.248678,
2.2448645,
2.2430043,
2.2424872,
2.2413237,
2.2384634,
2.2373736,
2.2306561,
2.2265074,
2.220602,
2.2184594,
2.2162287,
2.2123308,
2.211202,
2.209896,
2.208883,
2.2087805,
2.2068586,
2.2057729,
2.2053897,
2.2022145,
2.2013557,
2.199837,
2.1993105,
2.1988304,
2.1914022,
2.1861937,
2.1852212,
2.184808,
2.1829665,
2.1783867,
2.1781313,
2.1757433,
2.1745303,
2.1690905,
2.1634235,
2.1633344,
2.1632621,
2.162072,
2.160994,
2.1557803,
2.1550133,
2.1534326,
2.153419,
2.1524894,
2.150056,
2.1491468,
2.144872,
2.144432,
2.1432092,
2.1357796,
2.1352255,
2.1351821,
2.1337652,
2.1327415,
2.1317825,
2.1296365,
2.1288552,
2.1274056,
2.1256256,
2.1242602,
2.1231196,
2.1196039,
2.1183336,
2.1178048,
2.117456,
2.1166492,
2.1154482,
2.115317,
2.114703,
